7934
; High-resolution solar spectrum between 800-1150 A. 
; Based on measurements with SOHO/SUMER (Curdt et al., 1997)
; wave (A)   flux (photons in arbitrary units)
1109.57605    6.02795E+07
1109.61975    7.01050E+07
1109.66345    6.84136E+07
1109.70715    6.18087E+07
1109.75085    6.52476E+07
1109.79456    8.06429E+07
1109.83826    9.88388E+07
1109.88208    1.12826E+08
1109.92578    1.30552E+08
1109.96948    1.51867E+08
1110.01318    1.59497E+08
1110.05688    1.46804E+08
1110.10071    1.25539E+08
1110.14441    1.18546E+08
1110.18811    1.22559E+08
1110.23181    1.13211E+08
1110.27551    8.89343E+07
1110.31934    6.40546E+07
1110.36304    5.72921E+07
1110.40674    6.38268E+07
1110.45044    6.57760E+07
1110.49414    5.98898E+07
1110.53784    5.58867E+07
1110.58154    5.91181E+07
1110.62524    6.85693E+07
1110.66895    7.28291E+07
1110.71277    6.38053E+07
1110.75647    4.75634E+07
1110.80017    3.78728E+07
1110.84387    3.45293E+07
1110.88770    3.59903E+07
1110.93140    4.14107E+07
1110.97510    5.11332E+07
1111.01880    6.06783E+07
1111.06262    5.88145E+07
1111.10632    4.92295E+07
1111.15002    4.10657E+07
1111.19373    3.55509E+07
1111.35925    5.19439E+07
1111.40295    5.23644E+07
1111.44666    4.83492E+07
1111.49023    5.25647E+07
1111.53381    6.38894E+07
1111.57751    7.34446E+07
1111.62109    7.18075E+07
1111.66467    6.29698E+07
1111.70837    5.19561E+07
1111.75195    4.85939E+07
1111.79565    5.69729E+07
1111.83936    7.19366E+07
1111.88293    8.84861E+07
1111.92651    1.04481E+08
1111.97021    1.14387E+08
1112.01379    1.08370E+08
1112.05750    8.79946E+07
1112.10107    6.85431E+07
1112.14465    6.53092E+07
1112.18835    6.88888E+07
1112.23206    6.47811E+07
1112.27563    5.06150E+07
1112.31934    4.43299E+07
1112.36292    5.34590E+07
1112.40649    7.01470E+07
1112.45020    7.53237E+07
1112.49377    6.01969E+07
1112.53735    4.31208E+07
1112.58105    3.53368E+07
1112.62476    3.26593E+07
1112.66846    3.40388E+07
1112.71204    4.24106E+07
1112.75562    5.45667E+07
1112.79932    6.26293E+07
1112.84290    5.64269E+07
1112.88647    4.71808E+07
1112.93018    4.47624E+07
1112.97375    4.51226E+07
1113.01746    5.44216E+07
1113.06116    7.69319E+07
1113.10474    1.15962E+08
1113.14844    1.77600E+08
1113.19202    2.42600E+08
1113.23560    2.71383E+08
1113.27930    2.42578E+08
1113.32288    1.77107E+08
1113.36658    1.12987E+08
1113.41016    7.30139E+07
1113.45386    5.15519E+07
1113.49756    4.13478E+07
1113.54114    3.75141E+07
1113.58484    3.74498E+07
1113.62842    4.03602E+07
1113.67200    4.47557E+07
1113.71570    5.18396E+07
1113.75928    5.82820E+07
1113.80298    5.42158E+07
1113.84656    5.35475E+07
1113.89026    6.20567E+07
1113.93396    7.69620E+07
1113.97754    8.23857E+07
1114.02124    7.65872E+07
1114.06482    6.88834E+07
1114.10852    5.90520E+07
1114.15210    5.35389E+07
1114.19568    6.00932E+07
1114.23938    8.28696E+07
1114.28296    1.11394E+08
1114.32666    1.25708E+08
1114.37024    1.24511E+08
1114.41394    1.20559E+08
1114.45764    1.04324E+08
1114.50122    7.72261E+07
1114.54492    6.60511E+07
1114.58850    7.30810E+07
1114.63220    7.46397E+07
1114.67578    5.83592E+07
1114.71948    4.74296E+07
1114.76306    5.31064E+07
1114.80676    6.93733E+07
1114.85034    8.03983E+07
1114.89404    7.28102E+07
1114.93774    5.30337E+07
1114.98132    4.00116E+07
1115.02502    3.81792E+07
1115.06860    3.76596E+07
1115.11230    4.11523E+07
1115.15588    5.19812E+07
1115.19958    6.54952E+07
1115.24316    6.59803E+07
1115.28687    5.32663E+07
1115.33044    4.47522E+07
1115.37415    4.42272E+07
1115.41785    4.00250E+07
1115.46143    3.38349E+07
1115.50513    3.16247E+07
1115.54871    3.04984E+07
1115.59241    3.04208E+07
1115.63599    3.07448E+07
1115.67969    2.90759E+07
1115.72327    2.60261E+07
1115.76697    2.41244E+07
1115.81055    2.37414E+07
1115.85425    2.31690E+07
1115.89795    2.33787E+07
1115.94165    2.31058E+07
1115.98523    2.26405E+07
1116.02893    2.27476E+07
1116.07251    2.37917E+07
1116.11621    2.52057E+07
1116.15979    2.49665E+07
1116.20349    2.41172E+07
1116.24707    2.36295E+07
1116.29077    2.42331E+07
1116.33435    2.51598E+07
1116.37805    2.60062E+07
1116.42175    2.59734E+07
1116.46545    2.46602E+07
1116.50903    2.39802E+07
1116.55273    2.35913E+07
1116.59631    2.27428E+07
1116.64001    2.28993E+07
1116.68359    2.29062E+07
1116.72729    2.26718E+07
1116.77087    2.28816E+07
1116.81458    2.45907E+07
1116.85815    2.97281E+07
1116.90186    3.84257E+07
1116.94556    5.19629E+07
1116.98926    5.81601E+07
1117.03284    5.49585E+07
1117.07654    5.54963E+07
1117.12012    6.94155E+07
1117.16382    8.60453E+07
1117.20740    8.64319E+07
1117.25110    7.65153E+07
1117.29480    6.91802E+07
1117.33838    6.72219E+07
1117.38208    6.17681E+07
1117.42566    6.09018E+07
1117.46936    7.29016E+07
1117.51294    9.60228E+07
1117.55664    1.18155E+08
1117.60034    1.28396E+08
1117.64404    1.26272E+08
1117.68762    1.26066E+08
1117.73132    1.21314E+08
1117.77502    1.02235E+08
1117.81860    8.80414E+07
1117.86230    9.10942E+07
1117.90588    8.88708E+07
1117.94958    7.38583E+07
1117.99316    6.16129E+07
1118.03687    6.65809E+07
1118.08044    8.16788E+07
1118.12415    9.13706E+07
1118.16785    8.25253E+07
1118.21155    5.90339E+07
1118.25525    4.01913E+07
1118.29883    3.45644E+07
1118.34253    3.86012E+07
1118.38611    4.63528E+07
1118.42981    5.92459E+07
1118.47351    7.21178E+07
1118.51709    6.88613E+07
1118.56079    4.98841E+07
1118.60437    3.43909E+07
1118.64807    3.13451E+07
1118.69177    3.48114E+07
1118.73535    3.94801E+07
1118.77905    4.06175E+07
1118.82275    4.70267E+07
1118.86646    5.86793E+07
1118.91016    6.21538E+07
1118.95374    5.13506E+07
1118.99744    4.24817E+07
1119.04102    4.38230E+07
1119.08472    4.54801E+07
1119.12842    3.78707E+07
1119.17200    2.78594E+07
1119.21570    2.46440E+07
1119.25928    2.46060E+07
1119.30298    2.51804E+07
1119.34668    2.57506E+07
1119.39026    2.59853E+07
1119.43396    2.44198E+07
1119.47754    2.28769E+07
1119.52124    2.24805E+07
1119.56494    2.17968E+07
1119.60864    2.21078E+07
1119.65234    2.21228E+07
1119.69592    2.26703E+07
1119.73962    2.27892E+07
1119.78333    2.28683E+07
1119.82690    2.25837E+07
1119.87061    2.24905E+07
1119.91431    2.20274E+07
1119.95789    2.18952E+07
1120.00159    2.14270E+07
1120.04529    2.10947E+07
1120.08887    2.12705E+07
1120.13257    2.12824E+07
1120.17615    2.07579E+07
1120.21985    2.05990E+07
1120.26355    2.08806E+07
1120.30725    2.08653E+07
1120.35095    2.14804E+07
1120.39465    2.24017E+07
1120.43823    2.38143E+07
1120.48193    2.44520E+07
1120.52563    2.49463E+07
1120.56921    2.45190E+07
1120.61292    2.29411E+07
1120.65662    2.17836E+07
1120.70020    2.10509E+07
1120.74390    2.13169E+07
1120.78760    2.16432E+07
1120.85962    2.07884E+07
1120.90320    2.07920E+07
1120.94678    2.12251E+07
1120.99036    2.12035E+07
1121.03394    2.10338E+07
1121.07751    2.12156E+07
1121.12109    2.07876E+07
1121.16455    2.10156E+07
1121.20825    2.17175E+07
1121.25183    2.21273E+07
1121.29541    2.30695E+07
1121.25891    2.37044E+07
1121.30249    2.49329E+07
1121.34607    2.95259E+07
1121.38965    3.94326E+07
1121.43323    5.09338E+07
1121.47681    5.87726E+07
1121.52039    5.95599E+07
1121.56396    5.91030E+07
1121.60754    6.94120E+07
1121.65112    8.27848E+07
1121.69470    8.19685E+07
1121.73828    7.00745E+07
1121.78186    5.50959E+07
1121.82544    4.62681E+07
1121.86902    5.32998E+07
1121.91260    6.92428E+07
1121.95618    8.10975E+07
1121.99976    8.79772E+07
1122.04333    9.61566E+07
1122.08691    1.07535E+08
1122.13049    1.16409E+08
1122.17395    1.24783E+08
1122.21765    1.35953E+08
1122.26123    1.49885E+08
1122.30481    1.64279E+08
1122.34839    1.77697E+08
1122.39185    2.00353E+08
1122.43555    2.52317E+08
1122.47913    3.38995E+08
1122.52271    4.06458E+08
1122.56628    3.92681E+08
1122.60974    3.04007E+08
1122.65344    2.06310E+08
1122.69702    1.46233E+08
1122.74060    1.22472E+08
1122.78418    1.10760E+08
1122.82776    8.81493E+07
1122.87134    6.01180E+07
1122.91492    4.13344E+07
1122.95850    3.85566E+07
1123.00208    4.75486E+07
1123.04565    6.85667E+07
1123.08923    8.45487E+07
1123.13281    7.85294E+07
1123.17639    5.23682E+07
1123.21997    3.25650E+07
1123.26355    2.57647E+07
1123.30713    2.53389E+07
1123.35071    2.63133E+07
1123.39429    2.99429E+07
1123.43787    3.57363E+07
1123.48145    3.60087E+07
1123.52502    3.00379E+07
1123.56860    2.53722E+07
1123.61218    2.39940E+07
1123.65576    2.36312E+07
1123.69934    2.33439E+07
1123.74304    2.35520E+07
1123.78650    2.48024E+07
1123.83008    2.50070E+07
1123.87366    2.47940E+07
1123.91736    2.43074E+07
1123.96094    2.41054E+07
1124.00452    2.46343E+07
1124.04810    2.71402E+07
1124.09155    3.23586E+07
1124.13525    3.34607E+07
1124.17883    2.87690E+07
1124.22241    2.40918E+07
1124.26599    2.23604E+07
1124.30957    2.07188E+07
1124.35315    2.12649E+07
1124.39673    2.18788E+07
1124.44031    2.21887E+07
1124.48389    2.36086E+07
1124.52747    2.42671E+07
1124.57104    2.37499E+07
1124.61475    2.49691E+07
1124.65833    3.01451E+07
1124.70178    4.27537E+07
1124.74536    6.15314E+07
1124.78894    8.43742E+07
1124.83264    1.12926E+08
1124.87622    1.43601E+08
1124.91980    1.47845E+08
1124.96338    1.20306E+08
1125.00696    8.23391E+07
1125.05066    5.13706E+07
1125.09412    3.42446E+07
1125.13770    2.70735E+07
1125.18127    2.44592E+07
1125.22485    2.35415E+07
1125.24854    2.27555E+07
1125.29211    2.32725E+07
1125.33569    2.27656E+07
1125.37927    2.25390E+07
1125.42285    2.39603E+07
1125.46655    2.50493E+07
1125.51001    2.62291E+07
1125.55359    2.83887E+07
1125.59717    3.04315E+07
1125.64075    3.11031E+07
1125.68445    3.06003E+07
1125.72803    2.80816E+07
1125.77161    2.59133E+07
1125.81519    2.41725E+07
1125.85876    2.20056E+07
1125.90234    2.17777E+07
1125.94604    2.18877E+07
1125.98950    2.10861E+07
1126.03308    2.08916E+07
1126.07666    2.10029E+07
1126.12024    2.08458E+07
1126.16394    2.01255E+07
1126.20752    2.03037E+07
1126.25110    2.09361E+07
1126.29468    2.31604E+07
1126.33826    2.74773E+07
1126.38196    3.38115E+07
1126.42554    3.69669E+07
1126.46912    3.47105E+07
1126.51270    3.41641E+07
1126.55627    4.05617E+07
1126.59985    4.80654E+07
1126.64355    5.09732E+07
1126.68701    5.61799E+07
1126.73059    6.50779E+07
1126.77417    6.65071E+07
1126.81775    5.99960E+07
1126.86145    4.82271E+07
1126.90503    3.67705E+07
1126.94861    2.91992E+07
1126.99219    2.62663E+07
1127.03577    2.48730E+07
1127.07935    2.41632E+07
1127.12305    2.37567E+07
1127.16663    2.46162E+07
1127.21021    2.40049E+07
1127.25378    2.31200E+07
1127.29736    2.22347E+07
1127.34094    2.24226E+07
1127.38464    2.32955E+07
1127.42822    2.33504E+07
1127.47180    2.20443E+07
1127.51538    2.07978E+07
1127.55896    2.10171E+07
1127.60254    2.04069E+07
1127.64624    2.02879E+07
1127.68982    2.09025E+07
1127.73340    2.23701E+07
1127.77698    2.41753E+07
1127.82056    2.60472E+07
1127.86426    2.90019E+07
1127.90784    3.51170E+07
1127.95142    5.04264E+07
1127.99500    7.98029E+07
1128.03857    1.21193E+08
1128.08215    1.52631E+08
1128.12585    1.49334E+08
1128.16943    1.34045E+08
1128.21301    1.29586E+08
1128.25659    1.46949E+08
1128.30017    1.70676E+08
1128.34375    1.86443E+08
1128.38745    1.88559E+08
1128.43103    1.70084E+08
1128.47461    1.32652E+08
1128.51819    9.78848E+07
1128.56177    8.34871E+07
1128.60535    9.79916E+07
1128.64905    1.30222E+08
1128.69263    1.64096E+08
1128.73621    1.90167E+08
1128.77979    1.88491E+08
1128.82336    1.56075E+08
1128.86694    1.21323E+08
1128.91064    1.01501E+08
1128.95422    9.04655E+07
1128.99780    8.96793E+07
1129.04138    1.14955E+08
1129.08496    1.59742E+08
1129.12854    1.98165E+08
1129.17224    2.12635E+08
1129.21582    1.95165E+08
1129.25940    1.53438E+08
1129.30298    1.15649E+08
1129.34656    9.99021E+07
1129.39026    9.26740E+07
1129.43384    8.45084E+07
1129.47754    6.97007E+07
1129.52112    6.22821E+07
1129.56470    7.03649E+07
1129.60828    8.46154E+07
1129.65186    8.43727E+07
1129.69556    6.21504E+07
1129.73914    4.34024E+07
1129.78271    3.94778E+07
1129.82629    4.68979E+07
1129.86987    6.26788E+07
1129.91345    8.22270E+07
1129.95715    8.82701E+07
1130.00073    7.07598E+07
1130.04431    4.67573E+07
1130.08789    3.47280E+07
1130.11145    3.54781E+07
1130.15515    4.15996E+07
1130.19885    4.28149E+07
1130.24243    3.82941E+07
1130.28601    3.77554E+07
1130.32959    4.25725E+07
1130.37317    4.91532E+07
1130.41675    5.59515E+07
1130.46045    5.92300E+07
1130.50403    5.22369E+07
1130.54761    4.20321E+07
1130.59119    3.23729E+07
1130.63477    2.61801E+07
1130.67847    2.49870E+07
1130.72205    2.39688E+07
1130.76575    2.41343E+07
1130.80933    2.58507E+07
1130.85291    2.82516E+07
1130.89648    2.88671E+07
1130.94006    2.79561E+07
1130.98364    2.90264E+07
1131.02734    2.96254E+07
1131.07104    3.06649E+07
1131.11462    3.24809E+07
1131.15820    3.72826E+07
1131.20178    4.23283E+07
1131.24536    4.18096E+07
1131.28894    3.55846E+07
1131.33264    2.86226E+07
1131.37622    2.52428E+07
1131.41980    2.47780E+07
1131.46350    2.54712E+07
1131.50708    2.83067E+07
1131.55066    3.75292E+07
1131.59436    4.74726E+07
1131.63794    4.61727E+07
1131.68152    3.60635E+07
1131.72510    2.87738E+07
1131.76880    2.78056E+07
1131.81238    3.07053E+07
1131.85596    3.49421E+07
1131.89966    3.65923E+07
1131.94324    3.46770E+07
1131.98682    3.21644E+07
1132.03040    2.84774E+07
1132.07410    2.54286E+07
1132.11768    2.36527E+07
1132.16125    2.26536E+07
1132.20496    2.20466E+07
1132.24854    2.22577E+07
1132.29211    2.31356E+07
1132.33569    2.50382E+07
1132.37939    2.60056E+07
1132.42297    2.50097E+07
1132.46655    2.43802E+07
1132.51025    2.40433E+07
1132.55383    2.40588E+07
1132.59741    2.39891E+07
1132.64111    2.29442E+07
1132.68469    2.23651E+07
1132.72827    2.31708E+07
1132.77185    2.46060E+07
1132.81555    2.63089E+07
1132.85913    2.75539E+07
1132.90283    2.70256E+07
1132.94641    2.49564E+07
1132.98999    2.34872E+07
1133.03357    2.27964E+07
1133.07715    2.23751E+07
1133.12085    2.26850E+07
1133.16455    2.40689E+07
1133.20813    2.44750E+07
1133.25171    2.50654E+07
1133.29529    2.53224E+07
1133.33887    2.59235E+07
1133.38257    2.68312E+07
1133.42615    2.68625E+07
1133.46985    2.66469E+07
1133.51343    3.16556E+07
1133.55701    4.64034E+07
1133.60071    7.91302E+07
1133.64429    1.22346E+08
1133.68787    1.37450E+08
1133.73145    1.01882E+08
1133.77515    5.75627E+07
1133.81885    3.56819E+07
1133.86243    2.98291E+07
1133.90601    2.66785E+07
1133.94958    2.52586E+07
1133.99329    2.74396E+07
1134.03687    3.40006E+07
1134.08044    5.11856E+07
1134.12415    7.82937E+07
1134.16772    9.68320E+07
1134.21143    8.63777E+07
1134.25500    6.36074E+07
1134.29858    6.14714E+07
1134.34216    9.08272E+07
1134.38586    1.36157E+08
1134.42944    1.49783E+08
1134.47314    1.11185E+08
1134.51672    6.15917E+07
1134.56042    3.72885E+07
1134.60400    2.94796E+07
1134.64758    2.66010E+07
1134.69116    2.56529E+07
1134.73486    2.69550E+07
1134.77844    2.95413E+07
1134.82214    3.94093E+07
1134.86572    6.18416E+07
1134.90942    1.07600E+08
1134.95300    1.62417E+08
1134.99658    1.82179E+08
1135.04016    1.44656E+08
1135.08386    8.53203E+07
1135.12744    4.68662E+07
1135.17114    3.44470E+07
1135.21472    3.13188E+07
1135.25842    3.30155E+07
1135.30200    3.87415E+07
1135.34558    4.07269E+07
1135.38916    3.99394E+07
1135.43286    3.70453E+07
1135.47644    3.43078E+07
1135.52014    3.53880E+07
1135.56384    3.86844E+07
1135.60742    3.62173E+07
1135.65100    2.97175E+07
1135.69458    2.56048E+07
1135.73828    2.41921E+07
1135.78186    2.35389E+07
1135.82544    2.29251E+07
1135.86914    2.23594E+07
1135.91284    2.18780E+07
1135.95642    2.23457E+07
1136.05627    2.29346E+07
1136.09985    2.29136E+07
1136.14343    2.26012E+07
1136.18689    2.28772E+07
1136.23047    2.39481E+07
1136.27405    2.45933E+07
1136.31750    2.51530E+07
1136.36108    2.60818E+07
1136.40454    2.88550E+07
1136.44812    3.10626E+07
1136.49170    3.22027E+07
1136.53516    3.18980E+07
1136.57874    3.07696E+07
1136.62231    2.87940E+07
1136.66577    2.81628E+07
1136.70935    2.83250E+07
1136.75293    2.85820E+07
1136.79639    2.89474E+07
1136.83997    2.85519E+07
1136.88354    2.92416E+07
1136.92700    2.86853E+07
1136.97058    2.73393E+07
1137.01416    2.72298E+07
1137.05762    2.81986E+07
1137.10120    2.83956E+07
1137.14465    3.08487E+07
1137.18835    3.35954E+07
1137.23181    3.28049E+07
1137.27527    2.73596E+07
1137.31885    2.44652E+07
1137.36243    2.31119E+07
1137.40588    2.23943E+07
1137.44946    2.27812E+07
1137.49304    2.24610E+07
1137.53662    2.22732E+07
1137.58008    2.26090E+07
1137.62366    2.33189E+07
1137.66724    2.35416E+07
1137.71069    2.38613E+07
1137.75427    2.44106E+07
1137.79785    2.42907E+07
1137.84131    2.49732E+07
1137.88489    2.55291E+07
1137.92834    2.78269E+07
1137.97205    3.13367E+07
1138.01550    3.25513E+07
1138.05896    2.97455E+07
1138.10254    2.72152E+07
1138.14612    2.70652E+07
1138.18970    2.83201E+07
1138.23315    3.30560E+07
1138.27686    4.35534E+07
1138.32031    5.68190E+07
1138.36377    5.93770E+07
1138.40735    5.21220E+07
1138.45093    5.41613E+07
1138.49451    7.43701E+07
1138.53796    9.79309E+07
1138.58154    1.02460E+08
1138.62512    8.36080E+07
1138.66858    6.20235E+07
1138.71216    5.71279E+07
1138.75574    6.10351E+07
1138.79932    6.31354E+07
1138.84277    7.36188E+07
1138.88635    1.01940E+08
1138.92993    1.18837E+08
1138.97339    1.04599E+08
1139.01697    9.61816E+07
1139.06055    1.03018E+08
1139.10413    9.05531E+07
1139.14758    6.21613E+07
1139.19116    5.10616E+07
1139.23474    5.80997E+07
1139.27832    6.92144E+07
1139.32178    7.37714E+07
1139.36536    8.01220E+07
1139.40894    8.95293E+07
1139.45239    9.01545E+07
1139.49597    8.33402E+07
1139.53955    7.30632E+07
1139.58313    6.66249E+07
1139.62659    7.43262E+07
1139.67017    9.36888E+07
1139.71375    1.23665E+08
1139.75732    1.55037E+08
1139.80078    1.66360E+08
1139.84436    1.49841E+08
1139.88794    1.20326E+08
1139.93152    9.80359E+07
1139.97498    9.64162E+07
1140.01855    9.13199E+07
1140.06213    7.37331E+07
1140.10571    6.08719E+07
1140.14917    5.76254E+07
1140.19275    6.20936E+07
1140.23633    7.10484E+07
1140.27991    8.56178E+07
1140.32336    9.87827E+07
1140.36694    8.78621E+07
1140.41052    6.08244E+07
1140.45398    4.58513E+07
1140.49756    5.14091E+07
1140.54114    7.21912E+07
1140.58472    9.13844E+07
1140.62830    9.55508E+07
1140.67175    8.24874E+07
1140.71545    6.04005E+07
1140.75891    4.17821E+07
1140.80249    3.18332E+07
1140.84595    2.81336E+07
1140.88965    2.63197E+07
1140.93311    2.53593E+07
1140.97668    2.53537E+07
1141.02014    2.59119E+07
1141.06384    2.73894E+07
1141.10730    2.71053E+07
1141.15088    2.69649E+07
1141.19446    2.82431E+07
1141.23804    3.12207E+07
1141.28149    3.79780E+07
1141.32507    4.25363E+07
1141.36865    3.83574E+07
1141.41223    3.13607E+07
1141.45569    2.95291E+07
1141.49927    2.99241E+07
1141.54285    3.14743E+07
1141.58643    3.35167E+07
1141.63000    3.75417E+07
1141.67346    4.09886E+07
1141.71704    3.77691E+07
1141.76062    3.27731E+07
